profit,language,country,is_english
-37376626.0,English,USA,1
-17430732.0,English,USA,1
-1305432.0,English,USA,1
-14577793.0,English,USA,1
-20479108.0,English,France,1
14078294.0,English,USA,1
25853424.0,English,USA,1
-1336755.0,English,USA,1
13648142.0,English,USA,1
-18000000.0,English,USA,1
11746550.0,English,USA,1
23028109.0,English,USA,1
24705000.0,English,USA,1
-12587955.0,English,UK,1
-6662701.0,English,USA,1
3325872.0,English,USA,1
84031112.0,English,USA,1
3352454.0,English,USA,1
11482931.0,English,USA,1
-1178017.0,English,USA,1
-278739.0,Spanish,Argentina,0
151870271.0,English,USA,1
106735396.0,English,USA,1
480318.0,English,USA,1
-12600000.0,English,USA,1
18037513.0,English,USA,1
377783777.0,English,USA,1
-42823835.0,English,USA,1
28462534.0,English,USA,1
13696761.0,English,USA,1
8100000.0,English,USA,1
-8972555.0,English,USA,1
-54531374.0,English,USA,1
-47362515.0,English,USA,1
744858.0,English,USA,1
15404871.0,English,USA,1
22305037.0,English,UK,1
16471430.0,English,USA,1
1177215.0,English,USA,1
-11451066.0,English,Ireland,1
-18423913.0,English,USA,1
-9018150.0,English,USA,1
-12112543.0,English,USA,1
37744720.0,English,USA,1
-19923562.0,English,USA,1
40668868.0,English,USA,1
18635046.0,English,UK,1
9387695.0,English,USA,1
140381405.0,English,USA,1
196565000.0,English,USA,1
11514713.0,English,USA,1
2401264.0,English,UK,1
16435406.0,English,USA,1
178298180.0,English,USA,1
30163652.0,English,USA,1
37541683.0,English,USA,1
-21171682.0,English,USA,1
83025093.0,English,USA,1
42357453.0,English,UK,1
-4875280.0,English,USA,1
35003300.0,English,USA,1
34034755.0,English,USA,1
-33982216.0,English,USA,1
1610731.0,English,USA,1
12569041.0,English,USA,1
55416609.0,English,USA,1
1062898.0,English,USA,1
-2533006.0,English,USA,1
-20949555.0,French,France,0
52572496.0,English,USA,1
-17323302.0,English,USA,1
45607673.0,English,USA,1
-39916.0,English,USA,1
-13383001.0,English,USA,1
-17754000.0,English,USA,1
10400000.0,English,UK,1
60012710.0,English,USA,1
-2777139.0,English,USA,1
-10639221.0,English,USA,1
1142507.0,English,USA,1
41292135.0,English,USA,1
